customer_id,birth_year,region,employment_status,annual_income_eur,months_with_bank,home_ownership
C001603,1983,South,Salaried,69182.27,113,Mortgage
C001604,1993,North,Salaried,61563.14,204,Tenant
C001605,1986,North,Retired,43155.07,61,Owner
C001606,1965,East,Retired,38498.03,118,Mortgage
C001607,1985,West,Salaried,67006.52,59,Tenant
C001608,1979,West,Salaried,49157.8,65,Owner
C001609,2004,East,Salaried,32045.08,140,Mortgage
C001610,1992,East,Salaried,26370.82,30,Mortgage
C001611,1989,East,Salaried,62610.21,89,Owner
C001612,1982,West,Self-employed,64388.99,167,Mortgage
C001613,1995,East,Salaried,58636.62,56,Owner
C001614,1997,Central,Salaried,32130.41,49,Mortgage
C001615,1967,South,Salaried,32859.34,223,Tenant
C001616,1997,West,Contract,16000,30,Other
C001617,1976,East,Salaried,50014.21,35,Tenant
C001618,1990,South,Salaried,38185.44,211,Mortgage
C001619,1968,West,Salaried,34647.27,168,Tenant
C001620,1982,South,Salaried,52360.49,204,Owner
C001621,1965,South,Salaried,42327.92,169,Mortgage
C001622,1955,North,Self-employed,43485.42,230,Mortgage
C001623,1968,East,Salaried,56988.0,92,Tenant
C001624,1995,West,Salaried,25585.08,113,Other
C001625,1981,West,Contract,26059.72,12,Mortgage
C001626,1962,West,Salaried,27299.37,112,Owner
C001627,1982,North,Retired,33173.91,212,Owner
C001628,1984,North,Salaried,75282.15,39,Other
C001629,1976,West,Salaried,93079.46,94,Tenant
C001630,1977,North,Self-employed,70572.58,216,Mortgage
C001631,1976,West,Salaried,34270.84,111,Tenant
C001632,1966,North,Salaried,41814.7,204,Tenant
C001633,1991,West,Salaried,34519.83,219,Mortgage
C001634,1976,North,Salaried,81724.98,24,Tenant
C001635,1975,West,Salaried,28287.45,18,Tenant
C001636,1975,West,Salaried,43112.1,16,Owner
C001637,1987,North,Retired,53425.84,87,Owner
C001638,1995,North,Salaried,108527.42,88,Tenant
C001639,1978,Central,Salaried,17478.56,10,Other
C001640,1977,Central,Salaried,76326.07,184,Owner
C001641,1975,West,Retired,106943.47,79,Owner
C001642,1987,West,Self-employed,30376.8,175,Owner
C001643,1998,North,Contract,17975.04,187,Mortgage
C001644,1973,East,Retired,28189.38,20,Owner
C001645,1980,Central,Salaried,32332.48,53,Mortgage
C001646,1989,Central,Self-employed,46188.68,226,Owner
C001647,1974,Central,Retired,49623.69,211,Tenant
C001648,1990,North,Salaried,109546.42,50,Mortgage
C001649,1979,South,Salaried,34938.31,15,Tenant
C001650,1987,West,Retired,17911.81,119,Tenant
C001651,1987,Central,Salaried,74815.44,159,Tenant
C001652,1968,North,Salaried,16000,91,Tenant
C001653,1981,West,Salaried,64744.07,11,Mortgage
C001654,1975,West,Contract,45184.84,30,Owner
C001655,1979,Central,Contract,18138.22,147,Mortgage
C001656,1963,Central,Self-employed,30036.92,115,Owner
C001657,1993,West,Salaried,35883.0,23,Mortgage
C001658,1977,South,Self-employed,55626.46,123,Tenant
C001659,1991,North,Salaried,37610.11,14,Mortgage
C001660,1987,East,Salaried,97017.8,222,Other
C001661,1973,North,Salaried,44192.74,209,Mortgage
C001662,1980,South,Salaried,54358.45,239,Tenant
C001663,1986,North,Salaried,44163.33,39,Owner
C001664,1969,Central,Salaried,77409.52,215,Mortgage
C001665,1994,West,Salaried,22815.17,18,Owner
C001666,1983,North,Salaried,74155.02,93,Mortgage
C001667,1969,West,Salaried,79423.9,236,Owner
C001668,1988,East,Salaried,57234.56,206,Mortgage
C001669,1993,West,Retired,26668.33,56,Tenant
C001670,1971,West,Salaried,38301.47,23,Owner
C001671,1975,East,Salaried,44729.38,91,Owner
C001672,1970,West,Salaried,74198.14,100,Mortgage
C001673,2004,East,Salaried,66292.78,143,Mortgage
C001674,1962,South,Salaried,41048.01,59,Owner
C001675,1986,Central,Self-employed,23736.56,93,Tenant
C001676,1984,East,Salaried,31541.92,209,Tenant
C001677,1975,West,Retired,31012.17,163,Mortgage
C001678,1988,North,Salaried,19208.0,84,Mortgage
C001679,1983,East,Salaried,40077.76,112,Tenant
C001680,1975,North,Self-employed,54294.72,39,Mortgage
C001681,1981,Central,Salaried,63997.54,224,Tenant
C001682,1995,East,Retired,16000,58,Owner
C001683,1954,West,Retired,42729.53,151,Tenant
C001684,1989,Central,Salaried,42271.04,232,Tenant
C001685,1989,South,Self-employed,51326.67,228,Mortgage
C001686,1967,West,Salaried,48989.03,103,Owner
C001687,1985,Central,Salaried,50211.6,35,Tenant
C001688,1987,East,Salaried,139264.94,207,Tenant
C001689,1974,West,Salaried,59668.94,21,Mortgage
C001690,2000,North,Salaried,112808.46,137,Tenant
C001691,2004,South,Salaried,52489.06,120,Owner
C001692,1969,North,Self-employed,41214.54,185,Owner
C001693,1968,East,Salaried,51445.92,188,Mortgage
C001694,1992,East,Self-employed,76796.86,156,Mortgage
C001695,1990,South,Contract,51492.17,42,Owner
C001696,1978,Central,Salaried,40762.68,204,Owner
C001697,1970,South,Salaried,45206.22,87,Owner
C001698,1993,Central,Retired,28245.67,125,Tenant
C001699,1977,North,Salaried,38040.51,129,Tenant
C001700,1999,North,Salaried,16000,24,Owner
C001701,1983,West,Salaried,23197.43,126,Owner
C001702,1995,East,Salaried,55058.54,95,Tenant
C001703,2004,North,Self-employed,25662.38,163,Tenant
C001704,1994,North,Contract,27206.02,183,Owner
C001705,1998,West,Self-employed,66816.4,35,Owner
C001706,1991,South,Salaried,49889.33,122,Tenant
C001707,1978,North,Retired,35706.08,70,Mortgage
C001708,1995,North,Retired,49872.67,106,Mortgage
C001709,1966,North,Salaried,102251.06,106,Tenant
C001710,1981,Central,Salaried,17312.06,57,Tenant
C001711,1972,North,Retired,23591.62,238,Owner
C001712,1954,South,Salaried,50681.36,216,Mortgage
C001713,2004,West,Salaried,98459.44,64,Owner
C001714,1974,Central,Salaried,42934.25,178,Tenant
C001715,1998,West,Self-employed,34987.61,24,Other
C001716,1994,East,Salaried,50117.91,127,Other
C001717,1964,East,Salaried,45453.44,228,Tenant
C001718,1973,West,Retired,37400.45,169,Owner
C001719,1996,Central,Self-employed,25373.23,49,Owner
C001720,1988,East,Salaried,47967.98,117,Mortgage
C001721,1980,Central,Salaried,141484.27,187,Other
C001722,1947,North,Salaried,44957.64,226,Mortgage
C001723,1983,West,Self-employed,73647.01,204,Owner
C001724,1968,East,Salaried,103919.74,18,Mortgage
C001725,1987,East,Salaried,72899.59,49,Mortgage
C001726,2004,North,Salaried,23423.03,133,Tenant
C001727,1987,Central,Salaried,67496.91,168,Mortgage
C001728,1988,East,Salaried,54226.63,236,Mortgage
C001729,1990,North,Retired,46718.81,103,Tenant
C001730,1964,West,Contract,39124.08,149,Tenant
C001731,1981,South,Salaried,29322.96,82,Mortgage
C001732,1991,East,Contract,59123.32,174,Tenant
C001733,1971,North,Salaried,28745.0,190,Owner
C001734,1968,West,Salaried,44344.08,120,Owner
C001735,1972,South,Salaried,65752.58,13,Owner
C001736,1988,West,Self-employed,75164.05,149,Owner
C001737,1958,West,Salaried,92078.57,164,Tenant
C001738,1967,North,Self-employed,54186.49,123,Tenant
C001739,1980,East,Retired,21912.52,147,Tenant
C001740,1978,North,Self-employed,98739.69,176,Tenant
C001741,1980,East,Self-employed,44099.05,69,Mortgage
C001742,1960,West,Salaried,27488.58,200,Mortgage
C001743,1951,East,Self-employed,47238.85,65,Owner
C001744,1991,East,Contract,32427.89,42,Tenant
C001745,1973,South,Self-employed,34048.25,204,Mortgage
C001746,1997,Central,Contract,53993.12,108,Mortgage
C001747,1986,South,Salaried,36869.62,53,Mortgage
C001748,1977,Central,Salaried,49189.39,101,Owner
C001749,1977,North,Self-employed,56821.56,43,Tenant
C001750,1989,East,Retired,49299.29,181,Mortgage
C001751,2004,West,Salaried,22947.12,119,Owner
C001752,1971,South,Salaried,34422.1,56,Owner
C001753,1980,North,Self-employed,51772.65,85,Tenant
C001754,1997,East,Salaried,132558.95,95,Mortgage
C001755,1991,North,Salaried,29637.5,198,Mortgage
C001756,1973,West,Salaried,53934.52,195,Owner
C001757,1971,East,Self-employed,57329.01,176,Tenant
C001758,1983,North,Salaried,73771.76,96,Owner
C001759,1989,Central,Contract,35626.87,209,Tenant
C001760,1961,North,Salaried,30159.23,73,Tenant
C001761,1963,East,Salaried,40993.92,133,Owner
C001762,1971,South,Self-employed,49955.02,33,Owner
C001763,1974,East,Salaried,35949.26,79,Tenant
C001764,1994,West,Self-employed,84034.69,6,Mortgage
C001765,1996,Central,Self-employed,43342.86,194,Mortgage
C001766,1981,South,Contract,31563.28,149,Tenant
C001767,1960,Central,Salaried,76178.78,35,Tenant
C001768,1980,East,Salaried,28467.01,77,Mortgage
C001769,1988,West,Salaried,88384.46,208,Tenant
C001770,1997,North,Salaried,41975.03,145,Tenant
C001771,1984,West,Salaried,47871.09,181,Tenant
C001772,1984,South,Contract,60927.76,111,Owner
C001773,2002,Central,Self-employed,140557.98,184,Owner
C001774,1986,South,Salaried,63621.08,154,Owner
C001775,1986,West,Salaried,33294.26,237,Other
C001776,1987,South,Salaried,52466.43,219,Mortgage
C001777,1983,Central,Contract,25794.53,215,Tenant
C001778,2004,South,Salaried,41016.74,65,Owner
C001779,1976,Central,Self-employed,47968.88,17,Tenant
C001780,1969,West,Salaried,31190.88,160,Tenant
C001781,1993,Central,Salaried,40749.34,126,Owner
C001782,1991,North,Self-employed,60841.08,223,Other
C001783,1970,South,Salaried,70331.95,86,Mortgage
C001784,1973,North,Salaried,16000,177,Owner
C001785,1983,South,Self-employed,38542.26,76,Owner
C001786,1988,North,Salaried,30820.81,168,Mortgage
C001787,1978,East,Retired,22251.05,50,Owner
C001788,1985,South,Salaried,34066.17,151,Owner
C001789,2004,Central,Salaried,16540.11,81,Owner
C001790,1980,South,Salaried,97516.31,59,Mortgage
C001791,1971,South,Self-employed,72311.19,78,Owner
C001792,1978,Central,Salaried,21820.15,224,Mortgage
C001793,1987,East,Salaried,61627.32,220,Tenant
C001794,1998,East,Salaried,66340.09,76,Other
C001795,1978,North,Contract,33061.58,185,Owner
C001796,1991,North,Retired,35142.75,12,Other
C001797,1982,East,Contract,35571.18,89,Owner
C001798,1976,West,Self-employed,38072.05,100,Mortgage
C001799,1955,West,Contract,62254.35,110,Tenant
C001800,1970,Central,Salaried,42120.47,211,Mortgage
C001801,1983,South,Retired,60439.65,218,Mortgage
C001802,1995,South,Salaried,112362.28,190,Tenant
C001803,1972,East,Salaried,92420.35,200,Mortgage
C001804,1977,West,Salaried,55604.36,102,Tenant
C001805,1984,Central,Salaried,31408.55,236,Owner
C001806,1992,South,Retired,21049.53,143,Mortgage
C001807,1981,South,Salaried,65038.05,75,Tenant
C001808,1955,Central,Salaried,40286.37,228,Owner
C001809,1989,North,Salaried,42176.32,28,Owner
C001810,1984,West,Self-employed,74434.6,44,Owner
C001811,1995,Central,Retired,40375.0,167,Tenant
C001812,1971,East,Salaried,34746.95,157,Tenant
C001813,1997,South,Retired,32925.58,25,Mortgage
C001814,1954,Central,Salaried,63482.35,146,Tenant
C001815,1972,Central,Salaried,77754.78,224,Owner
C001816,1985,North,Salaried,32269.16,105,Mortgage
C001817,1989,South,Salaried,61912.22,38,Owner
C001818,1961,Central,Self-employed,32236.16,143,Tenant
C001819,1986,South,Retired,32565.61,113,Tenant
C001820,1973,East,Salaried,50443.41,93,Tenant
C001821,1985,North,Salaried,81681.56,143,Owner
C001822,1996,Central,Salaried,53038.33,227,Mortgage
C001823,1995,East,Salaried,57112.74,55,Mortgage
C001824,1989,East,Salaried,29780.05,177,Tenant
C001825,1973,Central,Salaried,74429.17,83,Owner
C001826,1987,East,Salaried,119401.95,181,Owner
C001827,1971,North,Salaried,59564.16,21,Tenant
C001828,1999,East,Salaried,17316.49,134,Tenant
C001829,1984,East,Self-employed,92153.57,167,Mortgage
C001830,1966,North,Self-employed,195441.67,39,Mortgage
C001831,1981,Central,Contract,28655.35,148,Mortgage
C001832,1964,Central,Retired,47190.33,17,Mortgage
C001833,1982,Central,Salaried,39593.65,183,Other
C001834,1967,North,Self-employed,50234.14,236,Mortgage
C001835,1992,South,Salaried,64742.96,184,Other
C001836,1963,Central,Self-employed,70962.08,210,Tenant
C001837,1997,West,Salaried,52147.09,192,Owner
C001838,1983,North,Salaried,56153.13,98,Owner
C001839,2004,West,Contract,34526.21,38,Tenant
C001840,1970,West,Self-employed,69672.63,157,Tenant
C001841,1989,North,Retired,41166.45,117,Tenant
C001842,1981,Central,Retired,32029.64,77,Mortgage
C001843,1996,North,Salaried,50751.29,128,Mortgage
C001844,1979,South,Contract,51520.78,181,Owner
C001845,2003,East,Contract,34814.85,71,Mortgage
C001846,1980,Central,Salaried,27784.69,8,Tenant
C001847,1972,East,Salaried,71947.85,169,Owner
C001848,1983,West,Self-employed,58065.28,202,Owner
C001849,1983,Central,Salaried,48603.56,140,Mortgage
C001850,1978,North,Retired,32140.88,167,Mortgage
C001851,1987,West,Salaried,117526.64,180,Owner
C001852,1971,South,Retired,27689.56,11,Tenant
C001853,1965,East,Salaried,33100.35,137,Owner
C001854,1978,East,Salaried,159633.24,100,Owner
C001855,1978,West,Salaried,33295.32,200,Owner
C001856,1979,North,Salaried,27156.02,89,Mortgage
C001857,1982,South,Salaried,90965.41,111,Tenant
C001858,1986,East,Salaried,16000,37,Other
C001859,1961,West,Self-employed,56388.13,183,Mortgage
C001860,1977,South,Salaried,36190.89,90,Tenant
C001861,1984,West,Retired,77518.65,197,Mortgage
C001862,1973,West,Salaried,43070.63,204,Owner
C001863,1982,Central,Self-employed,46827.97,119,Tenant
C001864,1986,South,Self-employed,109859.71,16,Mortgage
C001865,1973,North,Salaried,44727.47,95,Mortgage
C001866,1973,East,Salaried,37429.02,116,Tenant
C001867,1994,Central,Retired,18643.46,155,Mortgage
C001868,1979,North,Retired,71718.87,38,Owner
C001869,1978,North,Retired,91028.62,160,Mortgage
C001870,1967,East,Self-employed,32867.44,215,Tenant
C001871,1989,Central,Contract,45188.38,149,Tenant
C001872,1964,East,Salaried,90151.06,73,Tenant
C001873,1991,West,Salaried,98012.27,88,Tenant
C001874,1973,Central,Contract,60892.72,167,Mortgage
C001875,1985,Central,Retired,51754.58,54,Mortgage
C001876,1971,West,Self-employed,55209.35,143,Tenant
C001877,1989,North,Salaried,54986.94,30,Owner
C001878,2000,West,Salaried,44157.53,117,Owner
C001879,1976,East,Salaried,44691.46,30,Mortgage
C001880,1972,South,Salaried,33837.16,217,Tenant
C001881,1977,South,Self-employed,48454.44,237,Tenant
C001882,1961,West,Self-employed,220000,64,Mortgage
C001883,1973,East,Salaried,21123.24,54,Mortgage
C001884,1995,West,Salaried,29566.72,107,Tenant
C001885,1972,Central,Salaried,22777.77,137,Owner
C001886,1995,West,Salaried,30273.99,27,Owner
C001887,1974,West,Salaried,39131.68,37,Owner
C001888,1995,East,Salaried,71333.41,168,Mortgage
C001889,1999,East,Salaried,45913.25,20,Tenant
C001890,1980,West,Salaried,27386.56,148,Mortgage
C001891,1983,Central,Salaried,65857.79,8,Mortgage
C001892,1960,East,Salaried,91166.76,66,Owner
C001893,1972,Central,Self-employed,32132.26,156,Mortgage
C001894,1967,East,Salaried,75967.64,233,Mortgage
C001895,1968,West,Contract,41771.41,95,Mortgage
C001896,1964,East,Salaried,50604.86,161,Mortgage
C001897,1958,Central,Self-employed,62206.37,23,Owner
C001898,1983,East,Self-employed,46016.34,199,Tenant
C001899,1999,South,Salaried,83258.2,97,Owner
C001900,2000,West,Salaried,33444.55,19,Tenant
C001901,1958,Central,Salaried,35539.24,187,Owner
C001902,1999,South,Salaried,80318.02,189,Tenant
C001903,1987,East,Salaried,33891.22,198,Tenant
C001904,1968,Central,Salaried,83360.61,114,Mortgage
C001905,1999,Central,Salaried,32788.35,29,Mortgage
C001906,1974,North,Salaried,55114.92,232,Mortgage
C001907,1983,South,Retired,42477.51,82,Owner
C001908,1990,West,Salaried,45761.83,198,Owner
C001909,1990,Central,Salaried,32620.11,87,Tenant
C001910,1967,West,Salaried,39779.63,212,Owner
C001911,1979,East,Retired,39521.18,209,Owner
C001912,2004,North,Salaried,48809.91,99,Owner
C001913,1989,North,Salaried,21748.96,223,Mortgage
C001914,1964,Central,Salaried,64255.05,199,Mortgage
C001915,1977,South,Salaried,43271.9,48,Other
C001916,1978,South,Self-employed,41502.87,111,Owner
C001917,1988,East,Self-employed,23965.87,231,Tenant
C001918,1981,Central,Retired,39126.26,98,Mortgage
C001919,1962,East,Retired,74259.51,201,Tenant
C001920,1995,East,Salaried,51851.39,113,Tenant
C001921,1987,North,Salaried,62743.42,111,Tenant
C001922,1994,East,Contract,42180.24,33,Other
C001923,1975,North,Contract,27578.15,162,Tenant
C001924,1980,Central,Salaried,38726.42,200,Tenant
C001925,2004,North,Self-employed,64409.63,49,Owner
C001926,1989,North,Salaried,25641.69,221,Tenant
C001927,1991,South,Self-employed,32755.97,132,Mortgage
C001928,1983,South,Salaried,35436.1,60,Tenant
C001929,1986,Central,Salaried,42851.81,217,Mortgage
C001930,1991,East,Salaried,64042.06,20,Owner
C001931,1979,Central,Salaried,39385.19,74,Tenant
C001932,1986,West,Self-employed,39218.57,101,Tenant
C001933,1954,Central,Salaried,71987.08,237,Owner
C001934,1972,South,Salaried,57984.18,133,Tenant
C001935,1988,Central,Salaried,52348.13,116,Owner
C001936,1996,South,Salaried,42964.69,80,Owner
C001937,1969,West,Self-employed,44515.06,183,Other
C001938,1988,Central,Salaried,66528.09,140,Mortgage
C001939,1993,South,Retired,39956.48,136,Mortgage
C001940,1978,South,Contract,33485.14,148,Mortgage
C001941,1977,Central,Contract,46251.75,80,Mortgage
C001942,2004,East,Salaried,21025.04,232,Mortgage
C001943,1996,South,Salaried,30115.61,15,Other
C001944,1996,South,Retired,25401.62,17,Mortgage
C001945,2001,South,Salaried,69167.04,90,Tenant
C001946,1981,North,Salaried,54231.7,206,Owner
C001947,1967,South,Salaried,30381.17,174,Owner
C001948,1980,Central,Self-employed,68428.38,108,Tenant
C001949,2000,North,Salaried,61794.19,154,Owner
C001950,1990,East,Contract,29526.07,170,Mortgage
C001951,1990,West,Salaried,53095.65,167,Mortgage
C001952,1979,Central,Retired,23598.05,32,Tenant
C001953,1978,East,Salaried,32058.28,203,Mortgage
C001954,1988,North,Salaried,77718.94,46,Tenant
C001955,1983,South,Salaried,58690.29,16,Owner
C001956,1979,South,Self-employed,42822.04,37,Mortgage
C001957,1949,Central,Self-employed,98634.4,211,Tenant
C001958,1982,West,Self-employed,33281.19,60,Mortgage
C001959,1966,North,Salaried,54124.37,186,Owner
C001960,1985,South,Salaried,42929.92,18,Tenant
C001961,1991,Central,Salaried,16000,45,Mortgage
C001962,1995,West,Self-employed,101171.71,140,Mortgage
C001963,1999,South,Salaried,41697.95,115,Tenant
C001964,1999,North,Salaried,39252.87,12,Other
C001965,1980,South,Salaried,36395.07,149,Mortgage
C001966,1964,East,Salaried,56639.79,198,Owner
C001967,1964,North,Salaried,102832.48,232,Owner
C001968,1994,North,Salaried,51860.82,213,Mortgage
C001969,1998,North,Self-employed,85300.53,204,Tenant
C001970,1971,North,Retired,43873.79,166,Mortgage
C001971,1997,Central,Self-employed,61797.8,228,Mortgage
C001972,1969,South,Self-employed,76006.98,140,Mortgage
C001973,1995,Central,Salaried,55312.68,235,Tenant
C001974,1970,West,Retired,31593.08,230,Mortgage
C001975,1976,North,Self-employed,47647.02,229,Owner
C001976,1965,North,Contract,27475.58,219,Tenant
C001977,1979,South,Self-employed,30601.98,70,Other
C001978,1968,South,Retired,34404.35,102,Tenant
C001979,2004,North,Self-employed,54059.54,21,Owner
C001980,2001,South,Salaried,60946.4,87,Tenant
C001981,1947,Central,Salaried,35002.41,37,Mortgage
C001982,1978,Central,Self-employed,57792.35,117,Mortgage
C001983,1975,South,Self-employed,30512.63,226,Owner
C001984,1971,West,Salaried,56778.89,144,Mortgage
C001985,1984,South,Contract,25775.98,95,Mortgage
C001986,1982,North,Self-employed,30044.15,97,Mortgage
C001987,1989,East,Self-employed,37104.87,24,Mortgage
C001988,1973,Central,Salaried,44831.39,131,Tenant
C001989,1962,North,Salaried,58885.61,141,Mortgage
C001990,1984,West,Contract,16000,136,Tenant
C001991,1972,North,Salaried,23273.25,233,Mortgage
C001992,1960,North,Salaried,42470.52,6,Mortgage
C001993,2001,East,Salaried,40408.5,233,Owner
C001994,2000,West,Salaried,25560.05,182,Mortgage
C001995,1969,North,Self-employed,25757.3,237,Owner
C001996,1996,East,Contract,31994.61,223,Other
C001997,1984,East,Salaried,25122.18,192,Tenant
C001998,1971,North,Salaried,57047.74,90,Tenant
C001999,1963,Central,Retired,27750.67,112,Owner
C002000,2003,Central,Salaried,32550.38,18,Mortgage
C002001,2004,West,Salaried,64875.12,179,Owner
C002002,1956,East,Self-employed,72040.37,186,Mortgage
C002003,1963,West,Salaried,16000,157,Mortgage
C002004,1975,West,Salaried,79482.22,158,Tenant
C002005,1994,East,Salaried,46061.33,146,Owner
C002006,1977,South,Salaried,19918.14,146,Mortgage
C002007,1992,East,Contract,28128.83,204,Mortgage
C002008,1977,West,Self-employed,27563.81,64,Owner
C002009,1969,East,Retired,41049.96,125,Owner
C002010,1955,Central,Salaried,80806.31,43,Mortgage
C002011,1954,Central,Salaried,60482.69,125,Mortgage
C002012,1990,Central,Contract,44956.36,174,Owner
C002013,1976,East,Salaried,64332.71,96,Other
C002014,1998,South,Salaried,101580.12,166,Tenant
C002015,1967,West,Self-employed,88931.92,178,Mortgage
C002016,1956,North,Salaried,39620.34,119,Tenant
C002017,2001,West,Salaried,115976.67,6,Mortgage
C002018,1988,East,Self-employed,49937.6,160,Mortgage
C002019,1982,West,Contract,34055.66,90,Tenant
C002020,1985,Central,Salaried,45735.21,155,Owner
C002021,1997,South,Salaried,40678.02,208,Mortgage
C002022,2004,West,Salaried,92627.98,9,Tenant
C002023,1976,South,Salaried,65394.01,113,Mortgage
C002024,1966,West,Salaried,33042.66,209,Owner
C002025,2004,South,Self-employed,46400.96,150,Mortgage
C002026,1976,East,Retired,34725.79,101,Other
C002027,1985,North,Salaried,88385.08,59,Mortgage
C002028,1970,West,Salaried,34410.31,215,Owner
C002029,1985,North,Salaried,35299.19,50,Tenant
C002030,1995,East,Salaried,33777.04,131,Tenant
C002031,1972,West,Salaried,42328.24,196,Owner
C002032,1985,South,Salaried,35021.08,195,Tenant
C002033,1963,West,Retired,90335.35,71,Tenant
C002034,1988,West,Salaried,71649.29,75,Mortgage
C002035,1992,South,Salaried,89614.71,21,Tenant
C002036,1991,North,Self-employed,97536.75,56,Tenant
C002037,1974,Central,Self-employed,42234.91,170,Mortgage
C002038,1989,North,Self-employed,25461.31,201,Other
C002039,2004,West,Self-employed,28859.26,148,Owner
C002040,1969,North,Salaried,28180.69,217,Mortgage
C002041,1985,North,Salaried,37659.99,218,Mortgage
C002042,1983,Central,Self-employed,42136.64,64,Tenant
C002043,1974,South,Self-employed,80523.19,123,Tenant
C002044,2004,South,Salaried,16075.01,104,Tenant
C002045,1993,East,Salaried,29336.87,16,Other
C002046,1978,East,Salaried,40002.66,114,Tenant
C002047,2004,Central,Salaried,18188.5,87,Mortgage
C002048,1971,North,Salaried,39816.67,75,Mortgage
C002049,1990,West,Salaried,57244.9,87,Owner
C002050,2002,East,Self-employed,35890.56,114,Tenant
