loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L001932,C001945,2022-11-01,Credit card,17121.21,60,14.735,513.64,Revolving credit
L001933,C000048,2023-03-01,Personal loan,19562.33,36,8.682,619.18,Debt consolidation
L001934,C000417,2023-09-01,Credit card,19647.85,60,20.084,589.44,Revolving credit
L001935,C000312,2022-02-01,Auto loan,47220.6,60,9.972,1002.64,Vehicle purchase
L001936,C001143,2022-03-01,Credit card,11226.18,60,17.805,336.79,Revolving credit
L001937,C001439,2021-12-01,Credit card,23329.87,60,16.131,699.9,Revolving credit
L001938,C000106,2023-10-01,Personal loan,42421.48,60,15.493,1020.2,Debt consolidation
L001939,C001566,2022-12-01,Auto loan,11186.94,72,8.508,198.93,Vehicle purchase
L001940,C001848,2023-10-01,Personal loan,32548.63,60,10.624,701.6,Debt consolidation
L001941,C001959,2022-08-01,Auto loan,46227.68,36,10.081,1493.4,Vehicle purchase
L001942,C000932,2022-11-01,Credit card,21605.69,60,17.991,648.17,Revolving credit
L001943,C000838,2022-04-01,Auto loan,23696.17,72,5.343,385.4,Vehicle purchase
L001944,C000145,2020-10-01,Mortgage,238424.97,240,4.334,1487.15,Home purchase
L001945,C001523,2021-12-01,Credit card,8584.57,60,13.5,257.54,Revolving credit
L001946,C001581,2022-01-01,Credit card,4803.67,60,19.939,144.11,Revolving credit
L001947,C002010,2018-09-01,Mortgage,162535.02,180,4.003,1202.5,Home purchase
L001948,C001823,2023-01-01,Mortgage,347705.61,240,4.436,2187.72,Home purchase
L001949,C000734,2023-09-01,Credit card,21220.79,60,23.318,636.62,Revolving credit
L001950,C001565,2023-05-01,Credit card,17720.44,60,15.723,531.61,Revolving credit
L001951,C001329,2023-06-01,Credit card,23293.91,60,17.099,698.82,Revolving credit
L001952,C000380,2023-07-01,Credit card,10903.23,60,16.125,327.1,Revolving credit
L001953,C000514,2022-03-01,Credit card,13039.62,60,22.096,391.19,Revolving credit
L001954,C001039,2021-09-01,Credit card,11016.89,60,13.105,330.51,Revolving credit
L001955,C000152,2023-05-01,Personal loan,49664.78,60,8.361,1015.63,Major purchase
L001956,C000632,2022-05-01,Auto loan,58564.22,60,8.443,1199.94,Vehicle purchase
L001957,C000572,2023-08-01,Personal loan,45443.87,36,14.427,1562.6,Major purchase
L001958,C000211,2022-12-01,Personal loan,42768.84,48,9.226,1068.89,Major purchase
L001959,C000888,2022-01-01,Personal loan,12384.53,60,4.806,232.61,Home improvement
L001960,C001704,2022-03-01,Credit card,19858.94,60,23.814,595.77,Revolving credit
L001961,C001113,2023-04-01,Credit card,13350.85,60,21.094,400.53,Revolving credit
L001962,C000581,2023-09-01,Credit card,21815.62,60,14.661,654.47,Revolving credit
L001963,C001134,2022-10-01,Personal loan,31173.99,60,4.343,578.96,Home improvement
L001964,C001359,2022-05-01,Credit card,13702.19,60,18.955,411.07,Revolving credit
L001965,C000994,2023-09-01,Personal loan,40849.33,60,13.401,937.85,Major purchase
L001966,C000182,2023-06-01,Credit card,4025.06,60,13.412,120.75,Revolving credit
L001967,C001330,2022-07-01,Personal loan,8625.06,48,7.917,210.23,Education
L001968,C000221,2023-10-01,Auto loan,19899.03,48,8.495,490.43,Vehicle purchase
L001969,C001176,2022-05-01,Personal loan,25160.07,72,14.392,523.73,Home improvement
L001970,C001055,2021-12-01,Personal loan,40193.03,72,9.677,738.08,Home improvement
L001971,C001138,2023-06-01,Auto loan,40933.26,60,7.182,814.05,Vehicle purchase
L001972,C000328,2023-04-01,Personal loan,52537.69,48,9.917,1330.39,Debt consolidation
L001973,C000490,2022-09-01,Personal loan,9635.54,60,7.892,194.88,Home improvement
L001974,C000764,2022-03-01,Auto loan,24906.87,72,9.172,451.09,Vehicle purchase
L001975,C000452,2021-09-01,Credit card,18604.09,60,23.843,558.12,Revolving credit
L001976,C001212,2022-09-01,Personal loan,40710.75,48,6.724,969.66,Education
L001977,C000052,2021-12-01,Auto loan,9771.83,72,7.25,167.78,Vehicle purchase
L001978,C001940,2023-01-01,Personal loan,46599.0,48,4.837,1069.71,Home improvement
L001979,C001798,2023-10-01,Auto loan,58255.41,60,9.344,1219.05,Vehicle purchase
L001980,C001260,2022-03-01,Credit card,12859.97,60,16.818,385.8,Revolving credit
L001981,C000480,2023-02-01,Credit card,10903.22,60,19.689,327.1,Revolving credit
L001982,C000588,2023-09-01,Personal loan,20332.13,24,4.863,890.75,Home improvement
L001983,C000226,2022-05-01,Credit card,4887.65,60,14.402,146.63,Revolving credit
L001984,C000125,2021-07-01,Personal loan,22914.56,60,5.375,436.38,Major purchase
L001985,C001908,2023-07-01,Auto loan,56537.17,60,3.927,1039.36,Vehicle purchase
L001986,C001328,2022-09-01,Personal loan,23950.32,48,12.586,637.62,Debt consolidation
L001987,C001427,2023-04-01,Personal loan,38813.42,60,8.015,787.28,Debt consolidation
L001988,C000633,2022-09-01,Auto loan,23595.38,36,10.285,764.52,Vehicle purchase
L001989,C001767,2021-02-01,Mortgage,219017.3,240,3.667,1289.11,Home purchase
L001990,C001250,2022-09-01,Personal loan,3262.45,72,4.159,51.28,Major purchase
L001991,C000071,2023-05-01,Auto loan,21733.31,60,4.59,406.07,Vehicle purchase
L001992,C000674,2021-11-01,Credit card,5108.29,60,23.86,153.25,Revolving credit
L001993,C001929,2022-09-01,Credit card,10119.72,60,18.645,303.59,Revolving credit
L001994,C002047,2023-04-01,Credit card,7252.14,60,14.954,217.56,Revolving credit
L001995,C000526,2023-03-01,Credit card,14954.51,60,20.196,448.64,Revolving credit
L001996,C000196,2021-10-01,Credit card,13074.25,60,16.724,392.23,Revolving credit
L001997,C000915,2022-05-01,Auto loan,38232.92,72,6.786,647.91,Vehicle purchase
L001998,C000432,2023-01-01,Auto loan,42443.71,36,6.898,1308.56,Vehicle purchase
L001999,C000659,2023-02-01,Mortgage,335452.49,300,3.614,1699.98,Home purchase
L002000,C000937,2022-11-01,Auto loan,34819.18,36,3.545,1020.96,Vehicle purchase
L002001,C001938,2023-06-01,Credit card,3738.31,60,12.934,112.15,Revolving credit
L002002,C001714,2021-11-01,Auto loan,57985.76,60,8.336,1185.1,Vehicle purchase
L002003,C001473,2021-08-01,Credit card,21004.88,60,13.644,630.15,Revolving credit
L002004,C000357,2023-03-01,Auto loan,61311.2,48,6.345,1449.6,Vehicle purchase
L002005,C000915,2022-05-01,Mortgage,319597.34,180,5.631,2633.66,Home purchase
L002006,C001946,2023-02-01,Personal loan,23524.05,48,6.954,562.81,Debt consolidation
L002007,C000628,2021-08-01,Personal loan,20842.58,60,4.643,389.92,Home improvement
L002008,C001885,2023-02-01,Credit card,15780.62,60,23.375,473.42,Revolving credit
L002009,C001426,2023-08-01,Auto loan,24383.82,60,7.188,485.0,Vehicle purchase
L002010,C001182,2022-06-01,Personal loan,33313.17,60,13.558,767.53,Home improvement
L002011,C002012,2023-01-01,Credit card,4063.51,60,12.577,121.91,Revolving credit
L002012,C001072,2023-10-01,Personal loan,35584.7,24,7.21,1596.6,Debt consolidation
L002013,C000076,2023-05-01,Personal loan,3417.4,36,13.687,116.28,Home improvement
L002014,C000320,2023-06-01,Credit card,12253.56,60,18.109,367.61,Revolving credit
L002015,C001184,2022-09-01,Personal loan,6926.0,60,12.751,156.71,Education
L002016,C000804,2023-09-01,Personal loan,23653.0,48,12.97,634.2,Home improvement
L002017,C000062,2022-06-01,Mortgage,351213.79,180,3.889,2578.34,Home purchase
L002018,C001551,2022-09-01,Credit card,3550.59,60,16.798,106.52,Revolving credit
L002019,C000647,2021-02-01,Auto loan,60838.49,72,8.121,1070.28,Vehicle purchase
L002020,C001215,2019-02-01,Mortgage,333334.18,240,4.189,2053.21,Home purchase
L002021,C001777,2022-02-01,Credit card,17221.05,60,21.532,516.63,Revolving credit
L002022,C001686,2021-10-01,Credit card,6227.11,60,20.833,186.81,Revolving credit
L002023,C001916,2021-07-01,Auto loan,45634.24,72,8.448,810.13,Vehicle purchase
L002024,C001830,2023-10-01,Personal loan,45591.79,72,8.343,807.04,Major purchase
L002025,C000013,2022-05-01,Credit card,13307.02,60,17.502,399.21,Revolving credit
L002026,C000674,2020-02-01,Mortgage,347112.01,300,4.154,1861.77,Home purchase
L002027,C000893,2023-08-01,Personal loan,30176.38,36,13.608,1025.62,Home improvement
L002028,C000341,2021-08-01,Personal loan,17665.88,60,7.465,353.69,Home improvement
L002029,C001169,2021-12-01,Credit card,10734.01,60,13.914,322.02,Revolving credit
L002030,C001296,2023-09-01,Auto loan,28987.97,48,6.284,684.57,Vehicle purchase
L002031,C001605,2022-02-01,Mortgage,153012.31,180,4.227,1149.33,Home purchase
L002032,C001839,2023-07-01,Personal loan,38199.68,60,10.028,812.15,Home improvement
L002033,C000185,2022-03-01,Credit card,3727.22,60,18.379,111.82,Revolving credit
L002034,C001283,2022-07-01,Personal loan,50779.7,48,14.243,1393.83,Debt consolidation
L002035,C001670,2023-05-01,Auto loan,27308.89,48,3.827,614.5,Vehicle purchase
L002036,C001236,2023-10-01,Auto loan,13617.62,60,6.165,264.31,Vehicle purchase
L002037,C001261,2023-01-01,Credit card,9321.03,60,13.121,279.63,Revolving credit
L002038,C000006,2023-10-01,Personal loan,32466.22,48,6.726,773.32,Home improvement
L002039,C001966,2023-04-01,Credit card,15751.42,60,21.874,472.54,Revolving credit
L002040,C001129,2023-08-01,Credit card,11530.41,60,21.288,345.91,Revolving credit
L002041,C000071,2022-06-01,Auto loan,19405.75,48,8.725,480.39,Vehicle purchase
L002042,C001655,2022-08-01,Credit card,19152.54,60,14.831,574.58,Revolving credit
L002043,C001148,2023-07-01,Mortgage,171545.44,240,4.825,1115.64,Home purchase
L002044,C000071,2022-10-01,Credit card,22456.01,60,13.584,673.68,Revolving credit
L002045,C001602,2022-07-01,Personal loan,33291.68,36,14.28,1142.36,Debt consolidation
L002046,C000443,2021-07-01,Personal loan,43003.64,72,6.501,722.9,Major purchase
L002047,C000697,2023-07-01,Personal loan,9028.78,48,5.054,208.15,Debt consolidation
L002048,C000612,2023-04-01,Personal loan,52188.43,60,10.667,1126.06,Home improvement
L002049,C000687,2023-01-01,Auto loan,37800.75,60,4.202,699.61,Vehicle purchase
L002050,C000425,2023-05-01,Personal loan,26208.01,48,12.921,702.07,Debt consolidation
L002051,C000527,2022-10-01,Personal loan,23080.62,36,14.825,798.13,Debt consolidation
L002052,C001167,2022-01-01,Credit card,17321.22,60,23.884,519.64,Revolving credit
L002053,C001773,2023-08-01,Personal loan,54217.04,48,6.535,1286.63,Debt consolidation
L002054,C001954,2022-09-01,Personal loan,3386.16,36,7.34,105.08,Home improvement
L002055,C001227,2022-11-01,Auto loan,10782.38,60,4.532,201.17,Vehicle purchase
L002056,C001101,2022-04-01,Auto loan,49004.01,48,5.932,1149.33,Vehicle purchase
L002057,C001978,2022-12-01,Personal loan,45073.43,48,12.461,1197.17,Major purchase
L002058,C000003,2022-08-01,Personal loan,25297.61,36,4.31,750.38,Home improvement
L002059,C001950,2023-05-01,Personal loan,29935.67,48,5.526,696.55,Home improvement
L002060,C000193,2022-06-01,Credit card,2469.26,60,17.903,74.08,Revolving credit
L002061,C000148,2023-07-01,Credit card,4846.25,60,14.517,145.39,Revolving credit
L002062,C001062,2023-05-01,Credit card,3803.99,60,13.066,114.12,Revolving credit
L002063,C000356,2023-02-01,Personal loan,44354.04,72,5.999,735.05,Debt consolidation
L002064,C001027,2022-01-01,Mortgage,149872.36,300,2.728,689.7,Home purchase
L002065,C000132,2023-09-01,Personal loan,28020.85,48,9.79,707.86,Major purchase
L002066,C001513,2023-07-01,Auto loan,17567.49,60,7.152,349.12,Vehicle purchase
L002067,C000187,2022-04-01,Personal loan,32771.98,60,9.389,686.5,Major purchase
L002068,C000256,2023-02-01,Personal loan,18376.22,72,12.504,364.09,Home improvement
L002069,C000433,2023-02-01,Personal loan,34314.4,48,7.296,826.41,Major purchase
L002070,C001747,2022-01-01,Credit card,3636.98,60,16.06,109.11,Revolving credit
L002071,C001328,2021-07-01,Auto loan,13331.22,60,6.407,260.26,Vehicle purchase
L002072,C000342,2022-10-01,Auto loan,46352.48,72,4.895,744.25,Vehicle purchase
L002073,C001387,2022-05-01,Auto loan,13592.82,48,10.225,346.22,Vehicle purchase
L002074,C000232,2021-07-01,Credit card,3414.6,60,15.964,102.44,Revolving credit
L002075,C001385,2022-03-01,Credit card,15143.02,60,22.697,454.29,Revolving credit
L002076,C000482,2022-09-01,Credit card,7121.08,60,19.958,213.63,Revolving credit
L002077,C001846,2022-11-01,Mortgage,102538.55,300,1.802,424.82,Home purchase
L002078,C000675,2022-12-01,Personal loan,46562.77,36,8.536,1470.66,Major purchase
L002079,C001996,2023-08-01,Credit card,16606.29,60,22.289,498.19,Revolving credit
L002080,C000168,2021-02-01,Mortgage,386923.94,240,4.21,2387.68,Home purchase
L002081,C000192,2022-09-01,Credit card,3528.37,60,23.398,105.85,Revolving credit
L002082,C000885,2021-10-01,Personal loan,53516.86,60,5.012,1010.22,Debt consolidation
L002083,C000198,2022-04-01,Credit card,2064.11,60,18.929,61.92,Revolving credit
L002084,C000473,2023-05-01,Personal loan,26265.63,24,5.234,1155.06,Debt consolidation
L002085,C001450,2022-06-01,Auto loan,46778.21,48,4.574,1068.26,Vehicle purchase
L002086,C001361,2023-07-01,Personal loan,32364.4,36,14.84,1119.39,Education
L002087,C000509,2021-12-01,Personal loan,35641.74,60,12.749,806.39,Major purchase
L002088,C000164,2021-10-01,Credit card,6794.68,60,18.092,203.84,Revolving credit
L002089,C000708,2022-03-01,Personal loan,50722.89,48,5.001,1168.14,Major purchase
L002090,C001486,2020-12-01,Mortgage,272293.53,240,3.811,1623.12,Home purchase
L002091,C000080,2021-06-01,Personal loan,48230.58,72,13.493,980.78,Debt consolidation
L002092,C001222,2020-01-01,Mortgage,272145.53,300,3.562,1371.46,Home purchase
L002093,C001732,2023-03-01,Personal loan,41664.06,48,13.773,1133.8,Debt consolidation
L002094,C000890,2022-08-01,Auto loan,60736.28,60,8.113,1234.79,Vehicle purchase
L002095,C000622,2023-03-01,Auto loan,43146.0,48,10.262,1099.73,Vehicle purchase
L002096,C001422,2023-07-01,Auto loan,12482.15,72,5.225,202.33,Vehicle purchase
L002097,C000175,2023-07-01,Auto loan,42068.72,60,3.556,766.36,Vehicle purchase
L002098,C000938,2022-08-01,Credit card,21880.56,60,12.514,656.42,Revolving credit
L002099,C000836,2023-06-01,Personal loan,53433.0,36,7.959,1673.37,Major purchase
L002100,C000236,2021-09-01,Personal loan,19863.36,72,6.629,335.12,Home improvement
L002101,C001525,2023-07-01,Personal loan,8886.03,24,8.763,404.99,Major purchase
L002102,C000792,2023-03-01,Auto loan,50162.39,48,10.016,1272.62,Vehicle purchase
L002103,C001700,2022-02-01,Personal loan,52464.45,48,4.745,1202.17,Debt consolidation
L002104,C000394,2022-06-01,Credit card,23607.24,60,20.627,708.22,Revolving credit
L002105,C000359,2022-09-01,Mortgage,403074.25,300,2.202,1748.31,Home purchase
L002106,C000063,2020-08-01,Mortgage,120334.63,240,2.09,613.87,Home purchase
L002107,C001940,2019-10-01,Mortgage,334483.2,300,4.821,1920.6,Home purchase
L002108,C001989,2022-07-01,Personal loan,10089.51,36,15.507,352.27,Major purchase
L002109,C001560,2023-10-01,Personal loan,47861.89,60,15.143,1142.24,Home improvement
L002110,C001457,2022-02-01,Mortgage,358604.77,240,3.607,2099.47,Home purchase
L002111,C001728,2023-07-01,Auto loan,31735.08,48,3.547,710.13,Vehicle purchase
L002112,C000165,2022-10-01,Personal loan,34852.72,36,15.278,1212.93,Major purchase
L002113,C001641,2022-11-01,Auto loan,13714.15,48,9.346,343.53,Vehicle purchase
L002114,C000943,2022-12-01,Auto loan,57009.53,60,3.26,1030.98,Vehicle purchase
L002115,C000092,2021-11-01,Credit card,23941.74,60,19.324,718.25,Revolving credit
L002116,C001278,2023-02-01,Personal loan,21330.41,60,5.938,411.76,Debt consolidation
L002117,C001211,2023-08-01,Personal loan,15295.81,48,10.867,394.34,Major purchase
L002118,C001907,2023-06-01,Credit card,22867.59,60,18.861,686.03,Revolving credit
L002119,C001187,2022-11-01,Personal loan,44029.67,60,7.564,883.61,Home improvement
L002120,C001272,2022-08-01,Personal loan,20085.65,60,6.09,389.15,Debt consolidation
L002121,C000350,2022-10-01,Personal loan,49983.56,36,8.758,1583.84,Home improvement
L002122,C000604,2019-02-01,Mortgage,330427.84,300,5.144,1959.44,Home purchase
L002123,C000109,2023-05-01,Personal loan,34799.84,60,7.013,689.29,Debt consolidation
L002124,C000358,2023-05-01,Auto loan,50507.71,60,4.589,943.67,Vehicle purchase
L002125,C000864,2018-06-01,Mortgage,330090.5,180,2.745,2239.27,Home purchase
L002126,C001417,2022-10-01,Personal loan,7505.56,48,9.435,188.33,Debt consolidation
L002127,C001609,2021-05-01,Mortgage,314347.27,300,2.509,1411.58,Home purchase
L002128,C001438,2023-09-01,Personal loan,46985.73,36,11.11,1540.7,Debt consolidation
L002129,C001072,2023-06-01,Personal loan,17763.75,60,5.053,335.66,Debt consolidation
L002130,C001217,2023-09-01,Credit card,6498.42,60,13.961,194.95,Revolving credit
L002131,C000098,2023-05-01,Mortgage,322955.7,240,2.541,1717.86,Home purchase
L002132,C001797,2021-12-01,Personal loan,44533.59,60,8.766,919.38,Debt consolidation
L002133,C001186,2022-07-01,Personal loan,51374.35,60,11.06,1118.55,Education
L002134,C001678,2023-06-01,Personal loan,37618.02,60,10.976,817.47,Major purchase
L002135,C000814,2023-03-01,Credit card,7685.95,60,17.397,230.58,Revolving credit
L002136,C001223,2023-08-01,Personal loan,13947.56,36,10.077,450.55,Home improvement
L002137,C000078,2022-10-01,Mortgage,207776.41,240,2.708,1122.23,Home purchase
L002138,C001168,2021-09-01,Auto loan,9728.41,72,9.16,176.13,Vehicle purchase
L002139,C001665,2019-07-01,Mortgage,259267.73,240,2.192,1335.28,Home purchase
L002140,C001277,2022-09-01,Auto loan,10695.41,48,4.743,245.06,Vehicle purchase
L002141,C001887,2023-06-01,Credit card,12925.23,60,15.472,387.76,Revolving credit
L002142,C000020,2019-02-01,Mortgage,238828.01,240,2.707,1289.8,Home purchase
L002143,C000411,2021-01-01,Mortgage,345995.8,180,3.235,2428.7,Home purchase
L002144,C000430,2022-08-01,Auto loan,35470.06,36,3.246,1035.37,Vehicle purchase
L002145,C001325,2022-04-01,Auto loan,30230.84,60,4.372,561.84,Vehicle purchase
L002146,C000139,2022-01-01,Credit card,10755.23,60,18.468,322.66,Revolving credit
L002147,C001270,2023-07-01,Credit card,16104.76,60,13.641,483.14,Revolving credit
L002148,C001237,2022-05-01,Personal loan,48729.5,72,9.786,897.5,Major purchase
L002149,C001672,2022-09-01,Auto loan,49456.01,60,5.708,949.42,Vehicle purchase
L002150,C000279,2022-11-01,Auto loan,46412.92,36,6.155,1415.24,Vehicle purchase
L002151,C002025,2023-03-01,Personal loan,30151.99,36,10.462,979.48,Debt consolidation
L002152,C000481,2023-09-01,Auto loan,39295.44,60,5.17,744.62,Vehicle purchase
L002153,C001284,2023-02-01,Auto loan,39139.19,36,7.493,1217.34,Vehicle purchase
L002154,C000278,2022-07-01,Personal loan,19749.89,60,5.819,380.16,Major purchase
L002155,C000740,2023-02-01,Credit card,16162.68,60,16.639,484.88,Revolving credit
L002156,C000731,2023-07-01,Auto loan,44984.05,36,4.457,1337.28,Vehicle purchase
L002157,C001788,2022-07-01,Credit card,4895.08,60,22.327,146.85,Revolving credit
L002158,C000965,2023-10-01,Auto loan,47168.96,60,6.395,920.6,Vehicle purchase
L002159,C001240,2022-11-01,Auto loan,23662.01,48,6.408,560.14,Vehicle purchase
L002160,C001242,2023-06-01,Personal loan,51534.99,36,10.107,1665.48,Debt consolidation
L002161,C001202,2022-12-01,Auto loan,33263.2,36,5.29,1001.27,Vehicle purchase
L002162,C001642,2018-01-01,Mortgage,100815.97,300,1.884,421.66,Home purchase
L002163,C001726,2022-02-01,Credit card,18076.46,60,18.796,542.29,Revolving credit
L002164,C000697,2022-12-01,Personal loan,29729.13,36,11.356,978.32,Home improvement
L002165,C001250,2022-06-01,Personal loan,16931.98,60,14.395,397.45,Major purchase
L002166,C001111,2023-05-01,Credit card,16726.06,60,23.795,501.78,Revolving credit
L002167,C001619,2022-06-01,Personal loan,33352.52,48,4.536,761.09,Major purchase
L002168,C001303,2022-11-01,Auto loan,45089.17,48,8.888,1119.64,Vehicle purchase
L002169,C001959,2022-07-01,Personal loan,5666.08,36,10.088,183.06,Debt consolidation
L002170,C001406,2023-04-01,Credit card,20926.6,60,14.787,627.8,Revolving credit
L002171,C000869,2023-09-01,Auto loan,32211.21,48,4.823,739.22,Vehicle purchase
L002172,C001863,2022-10-01,Credit card,23008.36,60,21.012,690.25,Revolving credit
L002173,C001810,2020-06-01,Mortgage,405365.12,240,5.447,2776.3,Home purchase
L002174,C000153,2022-04-01,Personal loan,30776.64,72,12.828,615.03,Education
L002175,C000430,2022-07-01,Mortgage,149849.96,300,5.345,906.36,Home purchase
L002176,C000148,2022-05-01,Mortgage,354210.37,240,2.44,1866.56,Home purchase
L002177,C001006,2023-08-01,Mortgage,240149.02,180,3.704,1740.9,Home purchase
L002178,C001604,2022-11-01,Credit card,21194.97,60,17.971,635.85,Revolving credit
L002179,C000174,2022-02-01,Auto loan,35020.62,48,6.11,824.22,Vehicle purchase
L002180,C000963,2023-03-01,Personal loan,11616.45,36,12.865,390.65,Major purchase
L002181,C001966,2022-01-01,Auto loan,15381.63,48,5.485,357.62,Vehicle purchase
L002182,C000041,2023-03-01,Personal loan,22197.21,36,13.757,756.03,Home improvement
L002183,C000444,2022-04-01,Auto loan,37679.14,60,7.326,751.89,Vehicle purchase
L002184,C001971,2022-06-01,Credit card,15682.59,60,14.133,470.48,Revolving credit
L002185,C001623,2022-09-01,Personal loan,33053.58,60,8.951,685.35,Home improvement
L002186,C001588,2022-05-01,Credit card,22092.84,60,21.102,662.79,Revolving credit
L002187,C001667,2023-08-01,Auto loan,52421.27,48,5.201,1212.0,Vehicle purchase
L002188,C000682,2022-08-01,Credit card,23381.34,60,16.181,701.44,Revolving credit
L002189,C001235,2023-05-01,Personal loan,14661.15,36,11.56,483.88,Debt consolidation
L002190,C001409,2022-01-01,Auto loan,17905.69,60,8.527,367.59,Vehicle purchase
L002191,C001572,2019-12-01,Mortgage,171003.86,180,3.648,1234.95,Home purchase
L002192,C001127,2023-01-01,Credit card,9755.84,60,20.508,292.68,Revolving credit
L002193,C000952,2021-03-01,Personal loan,36630.2,72,13.219,739.56,Debt consolidation
L002194,C000383,2022-12-01,Auto loan,34455.24,48,8.81,854.32,Vehicle purchase
L002195,C000053,2023-07-01,Personal loan,28070.96,60,10.377,601.65,Education
L002196,C000196,2023-04-01,Personal loan,12537.97,48,12.651,334.19,Home improvement
L002197,C001513,2022-07-01,Personal loan,39065.92,60,7.346,779.95,Home improvement
L002198,C001794,2022-08-01,Auto loan,47631.66,60,9.154,992.32,Vehicle purchase
L002199,C001069,2022-03-01,Personal loan,3298.55,60,5.423,62.89,Debt consolidation
L002200,C000837,2023-07-01,Mortgage,271996.72,240,4.886,1777.94,Home purchase
L002201,C000458,2022-10-01,Credit card,12521.63,60,12.883,375.65,Revolving credit
L002202,C000819,2023-01-01,Personal loan,24803.13,60,13.119,565.86,Major purchase
L002203,C002049,2023-06-01,Personal loan,40644.24,36,5.98,1236.1,Major purchase
L002204,C000285,2023-06-01,Credit card,13007.3,60,19.907,390.22,Revolving credit
L002205,C000400,2022-03-01,Credit card,15128.27,60,15.538,453.85,Revolving credit
L002206,C001995,2021-09-01,Credit card,21591.58,60,18.599,647.75,Revolving credit
L002207,C001560,2023-07-01,Credit card,15523.43,60,23.89,465.7,Revolving credit
L002208,C001748,2022-04-01,Credit card,19365.74,60,16.33,580.97,Revolving credit
L002209,C001422,2021-12-01,Credit card,22093.98,60,22.161,662.82,Revolving credit
L002210,C001941,2021-12-01,Personal loan,47914.13,60,9.577,1008.08,Major purchase
L002211,C000482,2022-11-01,Auto loan,55965.34,48,6.667,1331.53,Vehicle purchase
L002212,C001290,2022-04-01,Credit card,7440.01,60,12.652,223.2,Revolving credit
L002213,C001804,2023-10-01,Personal loan,35174.18,48,9.722,887.43,Home improvement
L002214,C000019,2022-03-01,Credit card,5982.4,60,21.104,179.47,Revolving credit
L002215,C001912,2021-10-01,Auto loan,18000.89,72,4.013,281.73,Vehicle purchase
L002216,C001028,2022-10-01,Personal loan,40327.29,60,14.772,954.56,Debt consolidation
L002217,C001232,2022-12-01,Personal loan,36238.68,48,13.533,981.81,Debt consolidation
L002218,C000190,2022-07-01,Credit card,7570.09,60,23.485,227.1,Revolving credit
L002219,C001535,2021-07-01,Credit card,3768.47,60,14.33,113.05,Revolving credit
L002220,C000313,2023-07-01,Auto loan,22300.27,60,10.306,477.18,Vehicle purchase
L002221,C001993,2023-04-01,Credit card,9370.21,60,21.783,281.11,Revolving credit
L002222,C000177,2022-05-01,Credit card,9260.67,60,13.696,277.82,Revolving credit
L002223,C000741,2021-05-01,Personal loan,36303.36,72,13.024,729.21,Home improvement
L002224,C000782,2023-03-01,Personal loan,44150.01,60,7.346,881.45,Education
L002225,C000616,2022-02-01,Credit card,3127.86,60,13.463,93.84,Revolving credit
L002226,C000333,2021-09-01,Credit card,20088.86,60,13.934,602.67,Revolving credit
L002227,C000976,2021-12-01,Auto loan,31385.52,60,5.226,595.54,Vehicle purchase
L002228,C000659,2023-04-01,Personal loan,20406.02,60,10.357,437.16,Debt consolidation
L002229,C001020,2022-04-01,Auto loan,27955.73,48,5.57,651.05,Vehicle purchase
L002230,C001319,2022-04-01,Personal loan,28999.81,48,12.235,767.02,Home improvement
L002231,C001677,2022-10-01,Auto loan,33724.19,36,8.438,1063.62,Vehicle purchase
L002232,C000285,2021-12-01,Credit card,23425.46,60,23.369,702.76,Revolving credit
L002233,C000663,2021-08-01,Credit card,18675.69,60,14.257,560.27,Revolving credit
L002234,C001901,2020-10-01,Mortgage,337225.99,300,3.304,1652.97,Home purchase
L002235,C001944,2020-09-01,Mortgage,109441.79,240,4.818,711.31,Home purchase
L002236,C000541,2021-06-01,Mortgage,167354.67,300,5.215,999.42,Home purchase
L002237,C000907,2023-02-01,Credit card,4300.93,60,13.713,129.03,Revolving credit
L002238,C000766,2021-10-01,Mortgage,156619.8,240,4.496,990.51,Home purchase
L002239,C001693,2023-06-01,Personal loan,21711.81,72,11.735,421.49,Education
L002240,C000332,2022-12-01,Personal loan,38190.87,60,8.107,776.32,Debt consolidation
L002241,C001999,2022-01-01,Personal loan,44163.38,60,7.422,883.3,Home improvement
L002242,C000289,2023-10-01,Personal loan,4953.91,60,9.952,105.14,Major purchase
L002243,C000091,2023-07-01,Auto loan,58949.3,36,10.18,1907.12,Vehicle purchase
L002244,C000332,2022-11-01,Personal loan,6144.34,36,9.093,195.65,Home improvement
L002245,C001572,2022-02-01,Auto loan,18689.15,60,10.155,398.52,Vehicle purchase
L002246,C000073,2023-04-01,Personal loan,47830.12,48,11.087,1238.21,Home improvement
L002247,C000135,2022-01-01,Credit card,2202.63,60,16.831,66.08,Revolving credit
L002248,C000770,2020-04-01,Mortgage,300630.9,240,5.345,2041.84,Home purchase
L002249,C001255,2022-08-01,Credit card,17349.0,60,20.333,520.47,Revolving credit
L002250,C001405,2023-06-01,Personal loan,11196.19,60,7.622,225.0,Debt consolidation
L002251,C000853,2023-03-01,Personal loan,13967.32,36,12.809,469.33,Major purchase
L002252,C000123,2023-08-01,Personal loan,5922.23,60,7.855,119.67,Home improvement
L002253,C000431,2023-02-01,Auto loan,52145.83,48,9.998,1322.5,Vehicle purchase
L002254,C000989,2023-10-01,Auto loan,11174.34,60,6.185,216.99,Vehicle purchase
