loan_id,snapshot_month,actual_synthetic_target,predicted_probability,risk_tier,data_split
L000353,2025-05-01,0,0.02904933,Low,embargo
L000354,2025-05-01,0,0.02717466,Low,embargo
L000355,2025-05-01,0,0.03320838,Low,embargo
L000356,2025-05-01,0,0.03583499,Monitor,embargo
L000357,2025-05-01,0,0.03804469,Monitor,embargo
L000358,2025-05-01,0,0.0397088,Monitor,embargo
L000359,2025-05-01,0,0.03731472,Monitor,embargo
L000360,2025-05-01,0,0.04265388,Monitor,embargo
L000361,2025-05-01,0,0.04774776,High,embargo
L000362,2025-05-01,0,0.04739205,High,embargo
L000363,2025-05-01,0,0.02724843,Low,embargo
L000364,2025-05-01,0,0.02424991,Low,embargo
L000365,2025-05-01,0,0.02782,Low,embargo
L000366,2025-05-01,1,0.50514941,Critical,embargo
L000367,2025-05-01,0,0.13149354,Critical,embargo
L000368,2025-05-01,0,0.04121548,Monitor,embargo
L000369,2025-05-01,0,0.03571889,Monitor,embargo
L000370,2025-05-01,1,0.03342201,Low,embargo
L000371,2025-05-01,0,0.03798865,Monitor,embargo
L000372,2025-05-01,0,0.03703895,Monitor,embargo
L000373,2025-05-01,0,0.03855302,Monitor,embargo
L000374,2025-05-01,0,0.02426777,Low,embargo
L000375,2025-05-01,0,0.02378442,Low,embargo
L000376,2025-05-01,0,0.02945831,Low,embargo
L000377,2025-05-01,0,0.02970937,Low,embargo
L000378,2025-05-01,0,0.0286356,Low,embargo
L000379,2025-05-01,0,0.03778032,Monitor,embargo
L000380,2025-05-01,0,0.04432345,Monitor,embargo
L000381,2025-05-01,0,0.02844068,Low,embargo
L000382,2025-05-01,0,0.02928468,Low,embargo
L000383,2025-05-01,0,0.04902868,High,embargo
L000384,2025-05-01,0,0.06760847,High,embargo
L000385,2025-05-01,0,0.06025576,High,embargo
L000386,2025-05-01,0,0.02735648,Low,embargo
L000387,2025-05-01,0,0.03137235,Low,embargo
L000388,2025-05-01,0,0.03482157,Monitor,embargo
L000389,2025-05-01,0,0.02400166,Low,embargo
L000390,2025-05-01,0,0.05225886,High,embargo
L000391,2025-05-01,0,0.03073262,Low,embargo
L000392,2025-05-01,0,0.03317265,Low,embargo
L000393,2025-05-01,0,0.03720326,Monitor,embargo
L000394,2025-05-01,0,0.05012544,High,embargo
L000395,2025-05-01,0,0.07074269,High,embargo
L000396,2025-05-01,0,0.03487454,Monitor,embargo
L000397,2025-05-01,0,0.04307309,Monitor,embargo
L000398,2025-05-01,0,0.04410546,Monitor,embargo
L000399,2025-05-01,0,0.02544648,Low,embargo
L000400,2025-05-01,0,0.02955038,Low,embargo
L000401,2025-05-01,0,0.09325849,High,embargo
L000402,2025-05-01,0,0.02847667,Low,embargo
L000403,2025-05-01,0,0.02345732,Low,embargo
L000404,2025-05-01,0,0.02510279,Low,embargo
L000405,2025-05-01,0,0.03749098,Monitor,embargo
L000406,2025-05-01,0,0.02326195,Low,embargo
L000407,2025-05-01,0,0.02979029,Low,embargo
L000408,2025-05-01,0,0.02887359,Low,embargo
L000409,2025-05-01,0,0.04520095,Monitor,embargo
L000410,2025-05-01,0,0.17844111,Critical,embargo
L000411,2025-05-01,0,0.03812095,Monitor,embargo
L000412,2025-05-01,0,0.03274924,Low,embargo
L000413,2025-05-01,0,0.04590824,High,embargo
L000414,2025-05-01,0,0.03470078,Monitor,embargo
L000415,2025-05-01,0,0.02775937,Low,embargo
L000416,2025-05-01,0,0.0415534,Monitor,embargo
L000417,2025-05-01,0,0.0287562,Low,embargo
L000418,2025-05-01,0,0.02918366,Low,embargo
L000419,2025-05-01,0,0.03810637,Monitor,embargo
L000420,2025-05-01,0,0.02970811,Low,embargo
L000421,2025-05-01,0,0.07053966,High,embargo
L000422,2025-05-01,0,0.03632788,Monitor,embargo
L000423,2025-05-01,0,0.03369568,Low,embargo
L000424,2025-05-01,0,0.02402731,Low,embargo
L000425,2025-05-01,0,0.03191858,Low,embargo
L000426,2025-05-01,0,0.04039976,Monitor,embargo
L000427,2025-05-01,0,0.03903818,Monitor,embargo
L000428,2025-05-01,0,0.04587434,High,embargo
L000429,2025-05-01,0,0.03159108,Low,embargo
L000430,2025-05-01,0,0.05331267,High,embargo
L000431,2025-05-01,0,0.06460896,High,embargo
L000432,2025-05-01,0,0.02753833,Low,embargo
L000433,2025-05-01,0,0.03442235,Low,embargo
L000434,2025-05-01,0,0.03814343,Monitor,embargo
L000435,2025-05-01,0,0.03533731,Monitor,embargo
L000436,2025-05-01,0,0.03678901,Monitor,embargo
L000437,2025-05-01,0,0.0387801,Monitor,embargo
L000438,2025-05-01,0,0.03151593,Low,embargo
L000439,2025-05-01,0,0.03177215,Low,embargo
L000440,2025-05-01,0,0.03570704,Monitor,embargo
L000441,2025-05-01,0,0.0237411,Low,embargo
L000442,2025-05-01,0,0.03129556,Low,embargo
L000443,2025-05-01,1,0.03269891,Low,embargo
L000444,2025-05-01,0,0.02126509,Low,embargo
L000445,2025-05-01,0,0.02953839,Low,embargo
L000446,2025-05-01,0,0.03634557,Monitor,embargo
L000447,2025-05-01,1,0.02325076,Low,embargo
L000448,2025-05-01,0,0.26783694,Critical,embargo
L000449,2025-05-01,0,0.0403981,Monitor,embargo
L000450,2025-05-01,0,0.05433561,High,embargo
L000451,2025-05-01,0,0.04519696,Monitor,embargo
L000452,2025-05-01,0,0.02676735,Low,embargo
L000453,2025-05-01,0,0.04007461,Monitor,embargo
L000454,2025-05-01,1,0.04028249,Monitor,embargo
L000455,2025-05-01,0,0.03574409,Monitor,embargo
L000456,2025-05-01,0,0.06716166,High,embargo
L000457,2025-05-01,0,0.03027938,Low,embargo
L000458,2025-05-01,0,0.04712003,High,embargo
L000459,2025-05-01,0,0.06407318,High,embargo
L000460,2025-05-01,0,0.06019412,High,embargo
L000461,2025-05-01,0,0.02880141,Low,embargo
L000462,2025-05-01,0,0.02920058,Low,embargo
L000463,2025-05-01,0,0.03673239,Monitor,embargo
L000464,2025-05-01,0,0.05094352,High,embargo
L000465,2025-05-01,0,0.05048237,High,embargo
L000466,2025-05-01,0,0.04076216,Monitor,embargo
L000467,2025-05-01,0,0.03302755,Low,embargo
L000468,2025-05-01,0,0.06911517,High,embargo
L000469,2025-05-01,0,0.02591916,Low,embargo
L000470,2025-05-01,0,0.03715127,Monitor,embargo
L000471,2025-05-01,0,0.04229378,Monitor,embargo
L000472,2025-05-01,0,0.04111847,Monitor,embargo
L000473,2025-05-01,0,0.04479373,Monitor,embargo
L000474,2025-05-01,0,0.03170967,Low,embargo
L000475,2025-05-01,0,0.02704287,Low,embargo
L000476,2025-05-01,0,0.03359885,Low,embargo
L000477,2025-05-01,0,0.05643475,High,embargo
L000478,2025-05-01,0,0.04280104,Monitor,embargo
L000479,2025-05-01,0,0.0311648,Low,embargo
L000480,2025-05-01,0,0.04052647,Monitor,embargo
L000481,2025-05-01,0,0.16973055,Critical,embargo
L000482,2025-05-01,0,0.02991568,Low,embargo
L000483,2025-05-01,0,0.02694737,Low,embargo
L000484,2025-05-01,0,0.02574369,Low,embargo
L000485,2025-05-01,0,0.05682108,High,embargo
L000486,2025-05-01,0,0.04280749,Monitor,embargo
L000487,2025-05-01,0,0.03823264,Monitor,embargo
L000488,2025-05-01,0,0.03434148,Low,embargo
L000489,2025-05-01,0,0.02991307,Low,embargo
L000490,2025-05-01,0,0.12507146,Critical,embargo
L000491,2025-05-01,0,0.03793695,Monitor,embargo
L000492,2025-05-01,1,0.19166569,Critical,embargo
L000493,2025-05-01,0,0.03592932,Monitor,embargo
L000494,2025-05-01,0,0.05270668,High,embargo
L000495,2025-05-01,0,0.02669801,Low,embargo
L000496,2025-05-01,0,0.02871441,Low,embargo
L000497,2025-05-01,0,0.03064286,Low,embargo
L000498,2025-05-01,0,0.03135031,Low,embargo
L000499,2025-05-01,0,0.02632272,Low,embargo
L000500,2025-05-01,0,0.03971643,Monitor,embargo
L000501,2025-05-01,0,0.03745216,Monitor,embargo
L000502,2025-05-01,0,0.03130592,Low,embargo
L000503,2025-05-01,0,0.05676246,High,embargo
L000504,2025-05-01,0,0.14955642,Critical,embargo
L000505,2025-05-01,0,0.08873541,High,embargo
L000506,2025-05-01,0,0.03051402,Low,embargo
L000507,2025-05-01,0,0.02565365,Low,embargo
L000508,2025-05-01,0,0.0293063,Low,embargo
L000509,2025-05-01,0,0.03151362,Low,embargo
L000510,2025-05-01,0,0.03573976,Monitor,embargo
L000511,2025-05-01,0,0.0295318,Low,embargo
L000512,2025-05-01,0,0.02834476,Low,embargo
L000513,2025-05-01,1,0.44516502,Critical,embargo
L000514,2025-05-01,0,0.02166688,Low,embargo
L000515,2025-05-01,0,0.04495245,Monitor,embargo
L000516,2025-05-01,0,0.02643483,Low,embargo
L000517,2025-05-01,0,0.03182652,Low,embargo
L000518,2025-05-01,0,0.03061181,Low,embargo
L000519,2025-05-01,1,0.03182054,Low,embargo
L000520,2025-05-01,0,0.04498908,Monitor,embargo
L000521,2025-05-01,0,0.02875078,Low,embargo
L000522,2025-05-01,0,0.03202835,Low,embargo
L000523,2025-05-01,0,0.02671984,Low,embargo
L000524,2025-05-01,0,0.03810159,Monitor,embargo
L000525,2025-05-01,0,0.05748681,High,embargo
L000526,2025-05-01,0,0.08719615,High,embargo
L000527,2025-05-01,0,0.0337064,Low,embargo
L000528,2025-05-01,1,0.03320228,Low,embargo
L000529,2025-05-01,0,0.02817545,Low,embargo
L000530,2025-05-01,0,0.04273167,Monitor,embargo
L000531,2025-05-01,0,0.03620147,Monitor,embargo
L000532,2025-05-01,0,0.03365305,Low,embargo
L000533,2025-05-01,0,0.08132014,High,embargo
L000534,2025-05-01,0,0.03846346,Monitor,embargo
L000535,2025-05-01,0,0.077875,High,embargo
L000536,2025-05-01,0,0.03642024,Monitor,embargo
L000537,2025-05-01,0,0.03561343,Monitor,embargo
L000538,2025-05-01,0,0.03317848,Low,embargo
L000539,2025-05-01,0,0.03558979,Monitor,embargo
L000540,2025-05-01,0,0.03611743,Monitor,embargo
L000541,2025-05-01,0,0.03557771,Monitor,embargo
L000542,2025-05-01,0,0.05172593,High,embargo
L000543,2025-05-01,0,0.02839918,Low,embargo
L000544,2025-05-01,0,0.03668844,Monitor,embargo
L000545,2025-05-01,0,0.0739398,High,embargo
L000546,2025-05-01,0,0.0259317,Low,embargo
L000547,2025-05-01,1,0.90402775,Critical,embargo
L000548,2025-05-01,0,0.03056874,Low,embargo
L000549,2025-05-01,0,0.03498895,Monitor,embargo
L000550,2025-05-01,0,0.02717098,Low,embargo
L000551,2025-05-01,0,0.04207813,Monitor,embargo
L000552,2025-05-01,0,0.0544084,High,embargo
L000553,2025-05-01,1,0.35303241,Critical,embargo
L000554,2025-05-01,0,0.03223231,Low,embargo
L000555,2025-05-01,0,0.02380371,Low,embargo
L000556,2025-05-01,0,0.03932565,Monitor,embargo
L000557,2025-05-01,0,0.03393084,Low,embargo
L000558,2025-05-01,0,0.02805488,Low,embargo
L000559,2025-05-01,0,0.03460938,Low,embargo
L000560,2025-05-01,0,0.03125463,Low,embargo
L000561,2025-05-01,0,0.02963333,Low,embargo
L000562,2025-05-01,0,0.05067283,High,embargo
L000563,2025-05-01,0,0.0282736,Low,embargo
L000564,2025-05-01,0,0.030923,Low,embargo
L000565,2025-05-01,0,0.02578223,Low,embargo
L000566,2025-05-01,0,0.03021979,Low,embargo
L000567,2025-05-01,0,0.03938382,Monitor,embargo
L000568,2025-05-01,0,0.01946631,Low,embargo
L000569,2025-05-01,0,0.02792126,Low,embargo
L000570,2025-05-01,0,0.02879873,Low,embargo
L000571,2025-05-01,0,0.03469602,Monitor,embargo
L000572,2025-05-01,0,0.06551275,High,embargo
L000573,2025-05-01,0,0.05195919,High,embargo
L000574,2025-05-01,0,0.03603493,Monitor,embargo
L000575,2025-05-01,0,0.0476686,High,embargo
L000576,2025-05-01,0,0.04268054,Monitor,embargo
L000577,2025-05-01,0,0.03340764,Low,embargo
L000578,2025-05-01,0,0.02984029,Low,embargo
L000579,2025-05-01,0,0.02875412,Low,embargo
L000580,2025-05-01,0,0.51414246,Critical,embargo
L000581,2025-05-01,0,0.03970381,Monitor,embargo
L000582,2025-05-01,0,0.05665451,High,embargo
L000583,2025-05-01,0,0.05247896,High,embargo
L000584,2025-05-01,1,0.33492129,Critical,embargo
L000585,2025-05-01,0,0.06218053,High,embargo
L000586,2025-05-01,0,0.03519356,Monitor,embargo
L000587,2025-05-01,0,0.03580603,Monitor,embargo
L000588,2025-05-01,0,0.03057442,Low,embargo
L000589,2025-05-01,0,0.02162516,Low,embargo
L000590,2025-05-01,0,0.04702435,High,embargo
L000591,2025-05-01,1,0.36469702,Critical,embargo
L000592,2025-05-01,0,0.02964929,Low,embargo
L000593,2025-05-01,0,0.02397527,Low,embargo
L000594,2025-05-01,0,0.02844986,Low,embargo
L000595,2025-05-01,0,0.02869054,Low,embargo
L000596,2025-05-01,0,0.03394423,Low,embargo
L000597,2025-05-01,0,0.03204214,Low,embargo
L000598,2025-05-01,0,0.03614216,Monitor,embargo
L000599,2025-05-01,0,0.03268606,Low,embargo
L000600,2025-05-01,0,0.04260924,Monitor,embargo
L000601,2025-05-01,0,0.03522794,Monitor,embargo
L000602,2025-05-01,0,0.04035914,Monitor,embargo
L000603,2025-05-01,0,0.03409947,Low,embargo
L000604,2025-05-01,0,0.0471748,High,embargo
L000605,2025-05-01,0,0.04680348,High,embargo
L000606,2025-05-01,1,0.036814,Monitor,embargo
L000607,2025-05-01,0,0.03022795,Low,embargo
L000608,2025-05-01,0,0.030114,Low,embargo
L000609,2025-05-01,1,0.05014722,High,embargo
L000610,2025-05-01,0,0.05723485,High,embargo
L000611,2025-05-01,0,0.02547245,Low,embargo
L000612,2025-05-01,0,0.05036423,High,embargo
L000613,2025-05-01,0,0.08401322,High,embargo
L000614,2025-05-01,0,0.02613979,Low,embargo
L000615,2025-05-01,0,0.03186183,Low,embargo
L000616,2025-05-01,0,0.03118865,Low,embargo
L000617,2025-05-01,0,0.03924772,Monitor,embargo
L000618,2025-05-01,0,0.04780232,High,embargo
L000619,2025-05-01,0,0.087288,High,embargo
L000620,2025-05-01,0,0.05919529,High,embargo
L000621,2025-05-01,0,0.05761778,High,embargo
L000622,2025-05-01,0,0.0537723,High,embargo
L000623,2025-05-01,0,0.0369049,Monitor,embargo
L000624,2025-05-01,0,0.02833059,Low,embargo
L000625,2025-05-01,0,0.0387206,Monitor,embargo
L000626,2025-05-01,0,0.03757336,Monitor,embargo
L000627,2025-05-01,0,0.04225567,Monitor,embargo
L000628,2025-05-01,0,0.09034127,High,embargo
L000629,2025-05-01,0,0.03135421,Low,embargo
L000630,2025-05-01,0,0.0418832,Monitor,embargo
L000631,2025-05-01,0,0.03368676,Low,embargo
L000632,2025-05-01,0,0.02970515,Low,embargo
L000633,2025-05-01,0,0.02909589,Low,embargo
L000634,2025-05-01,0,0.05286691,High,embargo
L000635,2025-05-01,0,0.0322858,Low,embargo
L000636,2025-05-01,0,0.03529313,Monitor,embargo
L000637,2025-05-01,0,0.04015653,Monitor,embargo
L000638,2025-05-01,0,0.03302507,Low,embargo
L000639,2025-05-01,0,0.0443082,Monitor,embargo
L000640,2025-05-01,0,0.39534547,Critical,embargo
L000641,2025-05-01,0,0.04837703,High,embargo
L000642,2025-05-01,0,0.02578245,Low,embargo
L000643,2025-05-01,0,0.03207681,Low,embargo
L000644,2025-05-01,0,0.03511074,Monitor,embargo
L000645,2025-05-01,0,0.03007302,Low,embargo
L000646,2025-05-01,0,0.03957485,Monitor,embargo
L000647,2025-05-01,0,0.03310186,Low,embargo
L000648,2025-05-01,0,0.06519619,High,embargo
L000649,2025-05-01,0,0.02995259,Low,embargo
L000650,2025-05-01,0,0.02901116,Low,embargo
L000651,2025-05-01,0,0.12216773,Critical,embargo
L000652,2025-05-01,0,0.02707512,Low,embargo
L000653,2025-05-01,1,0.0368552,Monitor,embargo
L000654,2025-05-01,0,0.04243449,Monitor,embargo
L000655,2025-05-01,0,0.02712259,Low,embargo
L000656,2025-05-01,0,0.03588104,Monitor,embargo
L000657,2025-05-01,0,0.0301164,Low,embargo
L000658,2025-05-01,0,0.03813916,Monitor,embargo
L000659,2025-05-01,0,0.03979008,Monitor,embargo
L000660,2025-05-01,0,0.05648451,High,embargo
L000661,2025-05-01,0,0.13072528,Critical,embargo
L000662,2025-05-01,0,0.02858829,Low,embargo
L000663,2025-05-01,0,0.02489756,Low,embargo
L000664,2025-05-01,0,0.02936299,Low,embargo
L000665,2025-05-01,0,0.02515249,Low,embargo
L000666,2025-05-01,0,0.07014911,High,embargo
L000667,2025-05-01,0,0.03486391,Monitor,embargo
L000668,2025-05-01,0,0.04074007,Monitor,embargo
L000669,2025-05-01,0,0.03445216,Low,embargo
L000670,2025-05-01,0,0.02678698,Low,embargo
L000671,2025-05-01,0,0.02582139,Low,embargo
L000672,2025-05-01,0,0.04376277,Monitor,embargo
L000673,2025-05-01,0,0.03594383,Monitor,embargo
L000674,2025-05-01,0,0.05427563,High,embargo
L000675,2025-05-01,0,0.04560428,Monitor,embargo
L000676,2025-05-01,0,0.04490314,Monitor,embargo
L000677,2025-05-01,0,0.03619051,Monitor,embargo
L000678,2025-05-01,1,0.02709987,Low,embargo
L000679,2025-05-01,0,0.03524795,Monitor,embargo
L000680,2025-05-01,0,0.04139163,Monitor,embargo
L000681,2025-05-01,0,0.02326611,Low,embargo
L000682,2025-05-01,0,0.05399516,High,embargo
L000683,2025-05-01,0,0.03250501,Low,embargo
L000684,2025-05-01,0,0.02350727,Low,embargo
L000685,2025-05-01,0,0.04305195,Monitor,embargo
L000686,2025-05-01,0,0.03344522,Low,embargo
L000687,2025-05-01,0,0.03786456,Monitor,embargo
L000688,2025-05-01,0,0.04251981,Monitor,embargo
L000689,2025-05-01,0,0.03063435,Low,embargo
L000690,2025-05-01,0,0.03394076,Low,embargo
L000691,2025-05-01,0,0.04171142,Monitor,embargo
L000692,2025-05-01,0,0.03716733,Monitor,embargo
L000693,2025-05-01,0,0.03232013,Low,embargo
L000694,2025-05-01,0,0.04406772,Monitor,embargo
L000695,2025-05-01,0,0.03959865,Monitor,embargo
L000696,2025-05-01,0,0.0495608,High,embargo
L000697,2025-05-01,0,0.24308647,Critical,embargo
L000698,2025-05-01,0,0.06047734,High,embargo
L000699,2025-05-01,0,0.0561717,High,embargo
L000700,2025-05-01,0,0.0303741,Low,embargo
L000701,2025-05-01,0,0.06873831,High,embargo
L000702,2025-05-01,0,0.02763277,Low,embargo
L000703,2025-05-01,0,0.05986542,High,embargo
L000704,2025-05-01,0,0.0597659,High,embargo
L000705,2025-05-01,0,0.04041628,Monitor,embargo
L000706,2025-05-01,0,0.03131765,Low,embargo
L000707,2025-05-01,0,0.03912645,Monitor,embargo
L000708,2025-05-01,0,0.03484555,Monitor,embargo
L000709,2025-05-01,0,0.05558817,High,embargo
L000710,2025-05-01,0,0.03570744,Monitor,embargo
L000711,2025-05-01,0,0.03827117,Monitor,embargo
L000712,2025-05-01,0,0.04530951,Monitor,embargo
L000713,2025-05-01,0,0.02934467,Low,embargo
L000714,2025-05-01,1,0.02625977,Low,embargo
L000715,2025-05-01,0,0.05880935,High,embargo
L000716,2025-05-01,0,0.05476384,High,embargo
L000717,2025-05-01,0,0.03697691,Monitor,embargo
L000718,2025-05-01,0,0.02737614,Low,embargo
L000719,2025-05-01,0,0.04455284,Monitor,embargo
L000720,2025-05-01,0,0.03691432,Monitor,embargo
L000721,2025-05-01,0,0.03518255,Monitor,embargo
L000722,2025-05-01,0,0.04410712,Monitor,embargo
L000723,2025-05-01,0,0.03835114,Monitor,embargo
L000724,2025-05-01,0,0.03061476,Low,embargo
L000725,2025-05-01,0,0.03436197,Low,embargo
L000726,2025-05-01,0,0.03083183,Low,embargo
L000727,2025-05-01,0,0.03208615,Low,embargo
L000728,2025-05-01,0,0.14769744,Critical,embargo
L000729,2025-05-01,0,0.04305711,Monitor,embargo
L000730,2025-05-01,0,0.03261786,Low,embargo
L000731,2025-05-01,0,0.04855965,High,embargo
L000732,2025-05-01,0,0.04060891,Monitor,embargo
L000733,2025-05-01,0,0.03261667,Low,embargo
L000734,2025-05-01,0,0.03211386,Low,embargo
L000735,2025-05-01,0,0.02425467,Low,embargo
L000736,2025-05-01,0,0.02988299,Low,embargo
L000737,2025-05-01,0,0.03572602,Monitor,embargo
L000738,2025-05-01,0,0.04566788,High,embargo
L000739,2025-05-01,0,0.027202,Low,embargo
L000740,2025-05-01,0,0.03454683,Low,embargo
L000741,2025-05-01,0,0.03473073,Monitor,embargo
L000742,2025-05-01,0,0.02401824,Low,embargo
L000743,2025-05-01,0,0.03030109,Low,embargo
L000744,2025-05-01,0,0.03323923,Low,embargo
L000745,2025-05-01,0,0.02665929,Low,embargo
L000746,2025-05-01,0,0.05451905,High,embargo
L000747,2025-05-01,0,0.02644306,Low,embargo
L000748,2025-05-01,0,0.04010055,Monitor,embargo
L000749,2025-05-01,0,0.03128386,Low,embargo
L000750,2025-05-01,0,0.02417096,Low,embargo
L000751,2025-05-01,0,0.03008451,Low,embargo
L000752,2025-05-01,0,0.04242543,Monitor,embargo
L000753,2025-05-01,0,0.04236056,Monitor,embargo
L000754,2025-05-01,0,0.03021857,Low,embargo
L000755,2025-05-01,0,0.032033,Low,embargo
L000756,2025-05-01,0,0.02703112,Low,embargo
L000757,2025-05-01,0,0.03010549,Low,embargo
L000758,2025-05-01,0,0.03574738,Monitor,embargo
L000759,2025-05-01,0,0.04590283,High,embargo
L000760,2025-05-01,0,0.03527457,Monitor,embargo
L000761,2025-05-01,0,0.0253914,Low,embargo
L000762,2025-05-01,0,0.0285537,Low,embargo
L000763,2025-05-01,1,0.19796853,Critical,embargo
L000764,2025-05-01,0,0.2030727,Critical,embargo
L000765,2025-05-01,0,0.03640459,Monitor,embargo
L000766,2025-05-01,0,0.03772731,Monitor,embargo
L000767,2025-05-01,0,0.03673,Monitor,embargo
L000768,2025-05-01,0,0.05166987,High,embargo
L000769,2025-05-01,0,0.0340375,Low,embargo
L000770,2025-05-01,0,0.04742328,High,embargo
L000771,2025-05-01,0,0.0444505,Monitor,embargo
L000772,2025-05-01,0,0.16983512,Critical,embargo
L000773,2025-05-01,0,0.02632816,Low,embargo
L000774,2025-05-01,0,0.05187265,High,embargo
L000775,2025-05-01,0,0.0284841,Low,embargo
L000776,2025-05-01,0,0.02758205,Low,embargo
L000777,2025-05-01,0,0.03338078,Low,embargo
L000778,2025-05-01,0,0.03225225,Low,embargo
L000779,2025-05-01,0,0.03513591,Monitor,embargo
L000780,2025-05-01,0,0.02719283,Low,embargo
L000781,2025-05-01,0,0.02724249,Low,embargo
L000782,2025-05-01,0,0.04317707,Monitor,embargo
L000783,2025-05-01,0,0.03584203,Monitor,embargo
L000784,2025-05-01,0,0.03819707,Monitor,embargo
L000785,2025-05-01,0,0.05195982,High,embargo
L000786,2025-05-01,0,0.05650637,High,embargo
L000787,2025-05-01,0,0.03271008,Low,embargo
L000788,2025-05-01,0,0.02607471,Low,embargo
L000789,2025-05-01,0,0.03179271,Low,embargo
L000790,2025-05-01,0,0.04780057,High,embargo
L000791,2025-05-01,0,0.03078896,Low,embargo
L000792,2025-05-01,0,0.04304359,Monitor,embargo
L000793,2025-05-01,1,0.03569694,Monitor,embargo
L000794,2025-05-01,0,0.09662292,Critical,embargo
L000795,2025-05-01,0,0.03459153,Low,embargo
L000796,2025-05-01,0,0.03446908,Low,embargo
L000797,2025-05-01,0,0.03521892,Monitor,embargo
L000798,2025-05-01,0,0.02041116,Low,embargo
L000799,2025-05-01,0,0.03521664,Monitor,embargo
L000800,2025-05-01,0,0.0387738,Monitor,embargo
L000801,2025-05-01,0,0.03436928,Low,embargo
L000802,2025-05-01,0,0.03887803,Monitor,embargo
L000803,2025-05-01,0,0.04211136,Monitor,embargo
L000804,2025-05-01,0,0.05153293,High,embargo
L000805,2025-05-01,0,0.03529679,Monitor,embargo
L000806,2025-05-01,0,0.04534466,Monitor,embargo
L000807,2025-05-01,0,0.02602955,Low,embargo
L000808,2025-05-01,0,0.03406575,Low,embargo
L000809,2025-05-01,0,0.04775032,High,embargo
L000810,2025-05-01,0,0.02727011,Low,embargo
L000811,2025-05-01,0,0.06579672,High,embargo
L000812,2025-05-01,0,0.03658583,Monitor,embargo
L000813,2025-05-01,0,0.03762583,Monitor,embargo
L000814,2025-05-01,0,0.03847848,Monitor,embargo
L000815,2025-05-01,0,0.03845734,Monitor,embargo
L000816,2025-05-01,0,0.02950193,Low,embargo
L000817,2025-05-01,0,0.03569806,Monitor,embargo
L000818,2025-05-01,0,0.05105323,High,embargo
L000819,2025-05-01,0,0.03675058,Monitor,embargo
L000820,2025-05-01,0,0.05613312,High,embargo
L000821,2025-05-01,0,0.02525056,Low,embargo
L000822,2025-05-01,0,0.02043111,Low,embargo
L000823,2025-05-01,1,0.5433268,Critical,embargo
L000824,2025-05-01,0,0.05598382,High,embargo
L000825,2025-05-01,0,0.02911838,Low,embargo
L000826,2025-05-01,0,0.04845825,High,embargo
L000827,2025-05-01,0,0.03437925,Low,embargo
L000828,2025-05-01,0,0.02878583,Low,embargo
L000829,2025-05-01,0,0.03668409,Monitor,embargo
L000830,2025-05-01,0,0.03165124,Low,embargo
L000831,2025-05-01,0,0.03024513,Low,embargo
L000832,2025-05-01,0,0.02486238,Low,embargo
L000833,2025-05-01,0,0.02990034,Low,embargo
L000834,2025-05-01,0,0.02811543,Low,embargo
L000835,2025-05-01,0,0.03222117,Low,embargo
L000836,2025-05-01,0,0.05026441,High,embargo
L000837,2025-05-01,0,0.0337359,Low,embargo
L000838,2025-05-01,0,0.03200975,Low,embargo
L000839,2025-05-01,0,0.0381757,Monitor,embargo
L000840,2025-05-01,0,0.03824498,Monitor,embargo
L000841,2025-05-01,0,0.03765644,Monitor,embargo
L000842,2025-05-01,0,0.03649717,Monitor,embargo
L000843,2025-05-01,0,0.04777181,High,embargo
L000844,2025-05-01,0,0.03622354,Monitor,embargo
L000845,2025-05-01,0,0.03794768,Monitor,embargo
L000846,2025-05-01,0,0.0708592,High,embargo
L000847,2025-05-01,0,0.02299289,Low,embargo
L000848,2025-05-01,0,0.03163797,Low,embargo
L000849,2025-05-01,0,0.03870485,Monitor,embargo
L000850,2025-05-01,0,0.03793452,Monitor,embargo
L000851,2025-05-01,1,0.30214318,Critical,embargo
L000852,2025-05-01,0,0.02809163,Low,embargo
L000853,2025-05-01,0,0.02736503,Low,embargo
L000854,2025-05-01,1,0.19718715,Critical,embargo
L000855,2025-05-01,0,0.02906451,Low,embargo
L000856,2025-05-01,0,0.03183841,Low,embargo
L000857,2025-05-01,0,0.04108279,Monitor,embargo
L000858,2025-05-01,0,0.04888799,High,embargo
L000859,2025-05-01,0,0.03729189,Monitor,embargo
L000860,2025-05-01,0,0.03912938,Monitor,embargo
L000861,2025-05-01,0,0.02808249,Low,embargo
L000862,2025-05-01,0,0.03198221,Low,embargo
L000863,2025-05-01,0,0.02785284,Low,embargo
L000864,2025-05-01,0,0.03906926,Monitor,embargo
L000865,2025-05-01,0,0.03835597,Monitor,embargo
L000866,2025-05-01,0,0.02735437,Low,embargo
L000867,2025-05-01,0,0.0332803,Low,embargo
L000868,2025-05-01,0,0.03685839,Monitor,embargo
L000869,2025-05-01,0,0.03501278,Monitor,embargo
L000870,2025-05-01,0,0.03200859,Low,embargo
L000871,2025-05-01,0,0.04718361,High,embargo
L000872,2025-05-01,0,0.04654903,High,embargo
L000873,2025-05-01,0,0.03571098,Monitor,embargo
L000874,2025-05-01,0,0.04384181,Monitor,embargo
L000875,2025-05-01,0,0.03768595,Monitor,embargo
L000876,2025-05-01,0,0.03051084,Low,embargo
L000877,2025-05-01,0,0.02810276,Low,embargo
L000878,2025-05-01,0,0.05131656,High,embargo
